Date,Material,Planned Production,Machine
2025-02-04,ABC123,600.0,Machine 2
2025-02-05,ABC123,600.0,Machine 2
2025-02-06,ABC123,600.0,Machine 2
2024-10-07,ABC132,300.0,Machine 3
2024-10-08,,,Machine 3
2024-10-09,,,Machine 3
2024-10-10,ABC132,440.0,Machine 3
2024-10-11,ABC132,440.0,Machine 3
2024-10-14,ABC132,440.0,Machine 3
2024-10-15,ABC132,440.0,Machine 3
2024-10-16,,,Machine 3
2024-10-17,,,Machine 3
2024-10-18,ABC132,440.0,Machine 3
2024-10-21,ABC132,440.0,Machine 3
2024-10-22,ABC127,440.0,Machine 3
2024-10-23,ABC127,600.0,Machine 3
2024-10-24,ABC127,600.0,Machine 3
2024-10-25,ABC127,510.0,Machine 3
2024-10-28,ABC127,600.0,Machine 3
2024-10-29,ABC132,300.0,Machine 3
2024-10-30,ABC132,440.0,Machine 3
2024-10-31,ABC132,440.0,Machine 3
2024-11-01,HOLIDAY,,Machine 3
2024-11-04,ABC132,440.0,Machine 3
2024-11-05,ABC127,440.0,Machine 3
2024-11-06,ABC127,600.0,Machine 3
2024-11-07,ABC127,600.0,Machine 3
2024-11-08,ABC127,510.0,Machine 3
2024-11-11,ABC132,300.0,Machine 3
2024-11-12,ABC132,440.0,Machine 3
2024-11-13,ABC132,440.0,Machine 3
2024-11-14,ABC132,440.0,Machine 3
2024-11-15,ABC132,440.0,Machine 3
2024-11-18,,,Machine 3
2024-11-19,,,Machine 3
2024-11-20,,,Machine 3
2024-11-21,,,Machine 3
2024-11-22,,,Machine 3
2024-11-27,ABC126,440.0,Machine 3
2024-11-28,ABC126,370.0,Machine 3
2024-11-29,ABC126,370.0,Machine 3
2024-12-02,ABC123,,Machine 3
2024-12-03,ABC123,,Machine 3
2025-02-10,ABC127,440.0,Machine 1
2025-02-11,ABC127,600.0,Machine 1
2025-02-12,ABC127,600.0,Machine 1
2025-02-13,ABC127,600.0,Machine 1
2025-02-14,ABC127,510.0,Machine 1
2025-02-17,ABC127,440.0,Machine 1
2025-02-18,ABC127,600.0,Machine 1
2025-02-19,ABC127,600.0,Machine 1
2025-02-20,ABC127,600.0,Machine 1
2025-02-21,ABC126,300.0,Machine 1
2025-02-24,ABC126,370.0,Machine 1
2025-02-25,ABC126,440.0,Machine 1
2025-02-26,ABC132,370.0,Machine 1
2025-02-27,ABC132,440.0,Machine 1
2025-02-28,ABC132,370.0,Machine 1
2025-03-03,HOLIDAY,,Machine 1
2025-03-04,ABC127,600.0,Machine 1
2025-03-05,ABC127,600.0,Machine 1
2025-03-06,ABC127,600.0,Machine 1
2025-03-07,ABC127,510.0,Machine 1
2025-03-10,ABC127,440.0,Machine 1
2025-03-11,ABC127,600.0,Machine 1
2025-03-12,ABC127,600.0,Machine 1
2025-03-13,ABC127,600.0,Machine 1
2025-03-14,ABC127,510.0,Machine 1
2025-03-17,ABC127,440.0,Machine 1
2025-03-18,ABC127,600.0,Machine 1
2025-03-19,ABC127,600.0,Machine 1
2025-03-20,ABC127,600.0,Machine 1
2025-03-21,ABC127,510.0,Machine 1
2025-03-24,ABC127,440.0,Machine 1
2025-03-25,ABC123,600.0,Machine 1
2025-03-26,ABC123,600.0,Machine 1
2025-03-27,ABC123,600.0,Machine 1
2025-03-28,ABC123,510.0,Machine 1
2025-03-31,ABC123,440.0,Machine 1
2025-04-01,ABC123,600.0,Machine 1
2025-04-02,ABC127,440.0,Machine 1
2025-04-03,ABC127,600.0,Machine 1
2025-04-04,ABC127,600.0,Machine 1
2025-04-07,ABC127,440.0,Machine 1
2025-04-08,ABC127,600.0,Machine 1
2025-04-09,ABC127,600.0,Machine 1
2025-04-10,ABC127,600.0,Machine 1
2025-04-11,,,Machine 1
2025-04-14,,,Machine 1
2025-04-15,,,Machine 1
2025-04-16,,,Machine 1
2025-04-17,,,Machine 1
2025-04-18,HOLIDAY,,Machine 1
2025-04-21,HOLIDAY,,Machine 1
2025-04-22,,,Machine 1
2025-04-23,,,Machine 1
2025-04-24,,,Machine 1
2025-04-25,,,Machine 1
2025-04-28,ABC127,440.0,Machine 1
2025-04-29,ABC127,600.0,Machine 1
2025-04-30,ABC127,600.0,Machine 1
2025-05-01,HOLIDAY,,Machine 1
2025-05-02,HOLIDAY,,Machine 1
2025-05-05,ABC123,440.0,Machine 1
2025-05-06,ABC123,600.0,Machine 1
2025-05-07,ABC123,600.0,Machine 1
2025-05-08,ABC123,600.0,Machine 1
2025-05-09,ABC123,510.0,Machine 1
2025-05-12,ABC126,370.0,Machine 1
2025-05-13,ABC126,440.0,Machine 1
2025-05-14,ABC126,200.0,Machine 1
2025-05-15,ABC126,,Machine 1
2025-05-16,ABC126,,Machine 1
2025-05-19,ABC126,440.0,Machine 1
2025-05-20,ABC127,600.0,Machine 1
2025-05-21,ABC127,600.0,Machine 1
2025-05-22,ABC127,600.0,Machine 1
2025-05-23,ABC127,510.0,Machine 1
2025-05-26,ABC127,,Machine 1
2025-05-27,ABC127,,Machine 1
2025-05-28,ABC127,,Machine 1
2025-05-30,HOLIDAY,,Machine 1
2025-06-02,ABC132,,Machine 1
2025-06-03,ABC132,,Machine 1
2025-06-04,ABC132,440.0,Machine 1
2025-06-05,ABC132,440.0,Machine 1
2025-06-06,ABC132,370.0,Machine 1
2025-06-09,HOLIDAY,,Machine 1
2025-06-19,HOLIDAY,,Machine 1
2025-06-20,HOLIDAY,,Machine 1
2025-07-14,ABC126,370.0,Machine 1
2025-07-15,ABC126,440.0,Machine 1
2025-07-16,ABC126,200.0,Machine 1
2025-02-10,ABC123,440.0,Machine 2
2025-02-11,ABC123,600.0,Machine 2
2025-02-12,ABC123,600.0,Machine 2
2025-02-13,,,Machine 2
2025-02-14,,,Machine 2
2025-02-17,ABC123,440.0,Machine 2
2025-02-18,ABC123,600.0,Machine 2
2025-02-19,ABC123,600.0,Machine 2
2025-02-20,,,Machine 2
2025-02-21,,,Machine 2
2025-02-24,ABC123,440.0,Machine 2
2025-02-25,ABC123,600.0,Machine 2
2025-02-26,ABC123,600.0,Machine 2
2025-02-27,ABC123,600.0,Machine 2
2025-02-28,ABC123,510.0,Machine 2
2025-03-03,HOLIDAY,,Machine 2
2025-03-04,ABC123,600.0,Machine 2
2025-03-05,ABC123,600.0,Machine 2
2025-03-06,ABC123,600.0,Machine 2
2025-03-07,ABC123,600.0,Machine 2
2025-03-10,ABC123,440.0,Machine 2
2025-03-11,ABC123,600.0,Machine 2
2025-03-12,ABC123,600.0,Machine 2
2025-03-13,ABC123,600.0,Machine 2
2025-03-14,ABC123,510.0,Machine 2
2025-03-17,ABC123,440.0,Machine 2
2025-03-18,ABC123,600.0,Machine 2
2025-03-19,ABC123,600.0,Machine 2
2025-03-20,ABC123,600.0,Machine 2
2025-03-21,ABC123,510.0,Machine 2
2025-03-24,ABC123,440.0,Machine 2
2025-03-25,ABC123,600.0,Machine 2
2025-03-26,ABC123,600.0,Machine 2
2025-03-27,ABC123,600.0,Machine 2
2025-03-28,ABC123,510.0,Machine 2
2025-03-31,ABC123,440.0,Machine 2
2025-04-01,ABC123,600.0,Machine 2
2025-04-02,ABC123,600.0,Machine 2
2025-04-03,ABC123,600.0,Machine 2
2025-04-04,ABC123,510.0,Machine 2
2025-04-07,ABC123,440.0,Machine 2
2025-04-08,ABC123,600.0,Machine 2
2025-04-09,ABC123,600.0,Machine 2
2025-04-10,ABC123,600.0,Machine 2
2025-04-11,ABC123,510.0,Machine 2
2025-04-14,ABC123,440.0,Machine 2
2025-04-15,ABC123,600.0,Machine 2
2025-04-16,ABC123,600.0,Machine 2
2025-04-17,ABC123,600.0,Machine 2
2025-04-18,HOLIDAY,,Machine 2
2025-04-21,HOLIDAY,,Machine 2
2025-04-22,ABC123,600.0,Machine 2
2025-04-23,ABC123,600.0,Machine 2
2025-04-24,ABC123,600.0,Machine 2
2025-04-25,ABC123,510.0,Machine 2
2025-04-28,ABC123,440.0,Machine 2
2025-04-29,ABC123,600.0,Machine 2
2025-04-30,ABC123,600.0,Machine 2
2025-05-01,HOLIDAY,,Machine 2
2025-05-02,HOLIDAY,,Machine 2
2025-05-05,,,Machine 2
2025-05-06,,,Machine 2
2025-05-07,,,Machine 2
2025-05-08,,,Machine 2
2025-05-09,,,Machine 2
2025-05-12,ABC123,440.0,Machine 2
2025-05-13,ABC123,600.0,Machine 2
2025-05-14,ABC123,600.0,Machine 2
2025-05-15,ABC123,600.0,Machine 2
2025-05-16,ABC123,510.0,Machine 2
2025-05-19,ABC123,440.0,Machine 2
2025-05-20,ABC123,600.0,Machine 2
2025-05-21,ABC123,600.0,Machine 2
2025-05-22,ABC123,600.0,Machine 2
2025-05-23,ABC123,510.0,Machine 2
2025-05-26,ABC123,600.0,Machine 2
2025-05-27,ABC123,600.0,Machine 2
2025-05-28,ABC123,510.0,Machine 2
2025-05-30,HOLIDAY,,Machine 2
2025-06-02,ABC123,440.0,Machine 2
2025-06-03,ABC123,600.0,Machine 2
2025-06-04,ABC123,600.0,Machine 2
2025-06-05,ABC123,600.0,Machine 2
2025-06-06,ABC123,510.0,Machine 2
2025-06-09,HOLIDAY,,Machine 2
2025-06-10,ABC123,440.0,Machine 2
2025-06-11,ABC123,600.0,Machine 2
2025-06-12,ABC123,600.0,Machine 2
2025-06-13,ABC123,600.0,Machine 2
2025-06-16,ABC123,440.0,Machine 2
2025-06-17,ABC123,600.0,Machine 2
2025-06-18,ABC123,600.0,Machine 2
2025-06-19,HOLIDAY,,Machine 2
2025-06-20,HOLIDAY,,Machine 2
2025-06-23,ABC123,440.0,Machine 2
2025-06-24,ABC123,600.0,Machine 2
2025-06-25,ABC123,600.0,Machine 2
2025-06-26,ABC123,600.0,Machine 2
2025-06-27,ABC123,510.0,Machine 2
2025-02-03,,,Machine 3
2025-02-04,,,Machine 3
2025-03-06,ABC132,300.0,Machine 3
2025-03-07,ABC132,370.0,Machine 3
2025-03-10,ABC132,370.0,Machine 3
2025-03-11,ABC132,440.0,Machine 3
2025-03-12,ABC132,440.0,Machine 3
2025-03-13,ABC132,440.0,Machine 3
2025-03-14,ABC132,370.0,Machine 3
2025-03-17,ABC132,440.0,Machine 3
2025-03-18,ABC132,440.0,Machine 3
2025-03-19,ABC132,370.0,Machine 3
2025-03-20,ABC132,440.0,Machine 3
2025-03-21,ABC132,370.0,Machine 3
2025-03-24,,,Machine 3
2025-03-25,,,Machine 3
2025-03-26,,,Machine 3
2025-03-27,,,Machine 3
2025-03-28,,,Machine 3
2025-04-01,,,Machine 3
2025-04-02,,,Machine 3
2025-04-03,ABC132,440.0,Machine 3
2025-04-04,ABC132,370.0,Machine 3
2025-04-08,ABC127,,Machine 3
2025-04-09,,,Machine 3
2025-04-10,,,Machine 3
2025-04-11,ABC132,120.0,Machine 3
2025-04-14,ABC132,250.0,Machine 3
2025-04-15,ABC132,300.0,Machine 3
2025-04-16,ABC132,300.0,Machine 3
2025-04-17,ABC132,150.0,Machine 3
2025-04-18,HOLIDAY,,Machine 3
2025-04-21,HOLIDAY,,Machine 3
2025-04-22,ABC132,370.0,Machine 3
2025-04-23,ABC132,440.0,Machine 3
2025-04-24,ABC132,440.0,Machine 3
2025-04-25,ABC132,370.0,Machine 3
2025-04-28,,,Machine 3
2025-04-29,,,Machine 3
2025-04-30,,,Machine 3
2025-05-01,HOLIDAY,,Machine 3
2025-05-02,HOLIDAY,,Machine 3
2025-05-05,ABC132,370.0,Machine 3
2025-05-06,ABC132,440.0,Machine 3
2025-05-07,ABC132,440.0,Machine 3
2025-05-08,ABC132,440.0,Machine 3
2025-05-09,ABC132,370.0,Machine 3
2025-05-26,ABC127,,Machine 3
2025-05-27,ABC127,,Machine 3
2025-05-28,ABC127,,Machine 3
2025-05-30,HOLIDAY,,Machine 3
2025-06-02,ABC127,,Machine 3
2025-06-03,ABC127,,Machine 3
2025-06-04,ABC127,,Machine 3
2025-06-05,,,Machine 3
2025-06-06,,,Machine 3
2025-06-09,HOLIDAY,,Machine 3
2025-06-10,ABC132,370.0,Machine 3
2025-06-11,ABC132,440.0,Machine 3
2025-06-12,ABC132,440.0,Machine 3
2025-06-13,ABC132,370.0,Machine 3
2025-06-16,ABC127,440.0,Machine 3
2025-06-17,ABC127,600.0,Machine 3
2025-06-18,ABC127,600.0,Machine 3
2025-06-19,HOLIDAY,,Machine 3
2025-06-20,HOLIDAY,,Machine 3
2025-06-23,ABC127,440.0,Machine 3
2025-06-24,ABC127,600.0,Machine 3
2025-06-25,ABC132,440.0,Machine 3
2025-06-26,ABC132,440.0,Machine 3
2025-06-27,ABC132,370.0,Machine 3
2025-06-30,ABC132,,Machine 3
2025-07-01,ABC132,,Machine 3
2025-07-02,ABC127,440.0,Machine 3
2025-07-03,ABC127,600.0,Machine 3
2025-07-04,ABC127,440.0,Machine 3
2021-01-04,ABC132,240.0,Machine 1
2021-01-05,ABC132,360.0,Machine 1
2021-01-06,ABC132,360.0,Machine 1
2021-01-07,ABC132,360.0,Machine 1
2021-01-11,ABC132,360.0,Machine 1
2021-01-12,ABC132,360.0,Machine 1
2021-01-13,ABC132,360.0,Machine 1
2021-01-15,ABC132,360.0,Machine 1
2021-01-19,ABC132,360.0,Machine 1
2021-01-20,ABC132,360.0,Machine 1
2021-01-21,ABC132,360.0,Machine 1
2021-01-25,ABC127,360.0,Machine 1
2021-01-26,ABC127,540.0,Machine 1
2021-01-27,ABC127,540.0,Machine 1
2021-01-28,ABC123,360.0,Machine 1
2021-02-15,ABC127,360.0,Machine 1
2021-02-16,ABC127,540.0,Machine 1
2021-02-17,ABC127,540.0,Machine 1
2021-02-18,ABC127,540.0,Machine 1
2021-03-31,ABC127,580.0,Machine 1
2021-04-01,ABC127,490.0,Machine 1
2021-05-24,HOLIDAY,,Machine 1
2022-11-11,ABC126,350.0,Machine 1
2022-11-14,ABC126,280.0,Machine 1
2022-11-15,ABC126,420.0,Machine 1
2022-11-16,ABC126,420.0,Machine 1
2022-11-17,ABC126,420.0,Machine 1
2022-11-18,ABC132,280.0,Machine 1
2022-11-21,ABC132,280.0,Machine 1
2023-01-04,ABC127,580.0,Machine 1
2023-01-06,ABC127,490.0,Machine 1
2023-01-20,ABC127,490.0,Machine 1
2024-01-02,HOLIDAY,,Machine 1
2024-01-03,HOLIDAY,,Machine 1
2025-01-16,ABC127,600.0,Machine 1
2025-01-17,ABC127,600.0,Machine 1
2025-02-07,ABC127,510.0,Machine 1
2021-01-04,ABC123,360.0,Machine 2
2021-01-27,ABC123,580.0,Machine 2
2021-01-28,ABC123,490.0,Machine 2
2021-02-01,ABC123,580.0,Machine 2
2021-02-02,ABC123,580.0,Machine 2
2021-02-03,ABC123,580.0,Machine 2
2021-02-04,ABC123,490.0,Machine 2
2021-03-01,ABC123,360.0,Machine 2
2021-03-02,ABC123,540.0,Machine 2
2021-03-03,ABC123,540.0,Machine 2
2021-03-04,ABC123,540.0,Machine 2
2021-03-08,ABC123,360.0,Machine 2
2021-03-09,ABC123,540.0,Machine 2
2021-03-10,ABC123,540.0,Machine 2
2021-03-11,ABC123,540.0,Machine 2
2021-03-29,ABC123,360.0,Machine 2
2021-03-30,ABC123,540.0,Machine 2
2021-05-24,HOLIDAY,,Machine 2
2023-01-20,ABC123,490.0,Machine 2
2023-01-26,ABC123,580.0,Machine 2
2023-01-27,ABC123,490.0,Machine 2
2023-02-02,ABC123,580.0,Machine 2
2023-02-03,ABC123,490.0,Machine 2
2024-01-02,HOLIDAY,,Machine 2
2024-01-03,HOLIDAY,,Machine 2
2024-01-11,ABC123,580.0,Machine 2
2024-01-25,ABC123,580.0,Machine 2
2024-01-26,ABC123,490.0,Machine 2
2025-01-17,ABC123,600.0,Machine 2
2025-01-24,ABC123,600.0,Machine 2
2025-01-28,ABC123,600.0,Machine 2
2025-01-29,ABC123,600.0,Machine 2
2025-01-30,ABC123,600.0,Machine 2
